he,1,179,In breaking up from Geitdalr ,had left a goat and 
heath,1,95,his house northward over the ,and set up a home 
hence,1,78,kin whose name was Arnthrúðr ,the name of the place 
Hence,1,207,these two creatures were lost ,the name Geitdalr which this 
hight,1,43,wife and son who was ,Hrafnkell who was then fifteen 
him,1,116,there came a man to ,and said There liest thou 
his,1,13,Fairhair that a man brought ,ship to Iceland into Breiðdal 
his,1,19,ship to Iceland into Breiðdal ,name being Hallfreðr Breiðdal is 
his,1,34,that of Fljótsdalr On board ,ship was his wife and 
his,1,37,On board his ship was ,wife and son who was 
his,1,90,In the spring Hallfreðr moved ,house northward over the heath 
his,1,147,Thereupon he awoke and flitted ,belongings down valley across Rangá 
home,1,100,heath and set up a ,at a place called Geitdalr 
hopeful,1,52,then fifteen winters old a ,man and a goodly Hallfreðr 
house,1,91,the spring Hallfreðr moved his ,northward over the heath and 
house,1,128,and rather unwarily flit thy ,away west across the Lagarfljót 
house,1,199,left an earthslip struck the ,and there these two creatures 
household,1,60,a goodly Hallfreðr set up ,In the course of the 
Hrafnkell,1,44,and son who was hight ,who was then fifteen winters 
Iceland,1,16,man brought his ship to ,into Breiðdal his name being 
in,1,2,It was ,the days of King Harold 
In,1,61,goodly Hallfreðr set up household ,the course of the winter 
In,1,85,name of the place Arnthruðr-staðir ,the spring Hallfreðr moved his 
In,1,174,into a good old age ,breaking up from Geitdalr he 
into,1,17,brought his ship to Iceland ,Breiðdal his name being Hallfreðr 
into,1,153,belongings down valley across Rangá ,the Tongue to a spot 
into,1,169,Hallfreðr-staðir and there he dwelt ,a good old age In 
is,1,24,his name being Hallfreðr Breiðdal ,a countryside down below that 
It,1,0,,was in the days of 
kin,1,73,died a servant-maid of foreign ,whose name was Arnthrúðr hence 
King,1,6,was in the days of ,Harold Fairhair that a man 
Lagarfljót,1,133,house away west across the ,for there all thy good 
left,1,181,up from Geitdalr he had ,a goat and a buck 
left,1,194,the same day that Hallfreðr ,an earthslip struck the house 
liest,1,120,to him and said There ,thou Hallfreðr and rather unwarily 
lost,1,206,there these two creatures were ,Hence the name Geitdalr which 
luck,1,139,for there all thy good ,awaits thee Thereupon he awoke 
man,1,11,King Harold Fairhair that a ,brought his ship to Iceland 
man,1,53,fifteen winters old a hopeful ,and a goodly Hallfreðr set 
man,1,114,dreamt that there came a ,to him and said There 
moved,1,89,Arnthruðr-staðir In the spring Hallfreðr ,his house northward over the 
name,1,20,to Iceland into Breiðdal his ,being Hallfreðr Breiðdal is a 
name,1,75,servant-maid of foreign kin whose ,was Arnthrúðr hence the name 
name,1,80,name was Arnthrúðr hence the ,of the place Arnthruðr-staðir In 
name,1,209,creatures were lost Hence the ,Geitdalr which this place has 
night,1,107,a place called Geitdalr One ,he dreamt that there came 
northward,1,92,spring Hallfreðr moved his house ,over the heath and set 
of,1,5,It was in the days ,King Harold Fairhair that a 
of,1,30,a countryside down below that ,Fljótsdalr On board his ship 
of,1,64,up household In the course ,the winter there died a 
of,1,71,winter there died a servant-maid ,foreign kin whose name was 
of,1,81,was Arnthrúðr hence the name ,the place Arnthruðr-staðir In the 
old,1,50,who was then fifteen winters ,a hopeful man and a 
old,1,172,he dwelt into a good ,age In breaking up from 
On,1,32,down below that of Fljótsdalr ,board his ship was his 
One,1,106,at a place called Geitdalr ,night he dreamt that there 
over,1,93,Hallfreðr moved his house northward ,the heath and set up 
place,1,83,hence the name of the ,Arnthruðr-staðir In the spring Hallfreðr 
place,1,103,up a home at a ,called Geitdalr One night he 
place,1,213,the name Geitdalr which this ,has borne ever since 
Rangá,1,152,his belongings down valley across ,into the Tongue to a 
rather,1,124,There liest thou Hallfreðr and ,unwarily flit thy house away 
said,1,118,a man to him and ,There liest thou Hallfreðr and 
same,1,190,a buck behind and the ,day that Hallfreðr left an 
servant-maid,1,70,the winter there died a ,of foreign kin whose name 
set,1,58,man and a goodly Hallfreðr ,up household In the course 
set,1,97,northward over the heath and ,up a home at a 
ship,1,14,that a man brought his ,to Iceland into Breiðdal his 
ship,1,35,of Fljótsdalr On board his ,was his wife and son 
since,1,161,to a spot which has ,been called Hallfreðr-staðir and there 
since,1,217,this place has borne ever ,
son,1,40,ship was his wife and ,who was hight Hrafnkell who 
spot,1,158,into the Tongue to a ,which has since been called 
spring,1,87,the place Arnthruðr-staðir In the ,Hallfreðr moved his house northward 
struck,1,197,that Hallfreðr left an earthslip ,the house and there these 
that,1,9,days of King Harold Fairhair ,a man brought his ship 
that,1,29,is a countryside down below ,of Fljótsdalr On board his 
that,1,110,Geitdalr One night he dreamt ,there came a man to 
that,1,192,behind and the same day ,Hallfreðr left an earthslip struck 
the,1,3,It was in ,days of King Harold Fairhair 
the,1,62,Hallfreðr set up household In ,course of the winter there 
the,1,65,household In the course of ,winter there died a servant-maid 
the,1,79,whose name was Arnthrúðr hence ,name of the place Arnthruðr-staðir 
the,1,82,Arnthrúðr hence the name of ,place Arnthruðr-staðir In the spring 
the,1,86,of the place Arnthruðr-staðir In ,spring Hallfreðr moved his house 
the,1,94,moved his house northward over ,heath and set up a 
the,1,132,thy house away west across ,Lagarfljót for there all thy 
the,1,154,down valley across Rangá into ,Tongue to a spot which 
the,1,189,and a buck behind and ,same day that Hallfreðr left 
the,1,198,Hallfreðr left an earthslip struck ,house and there these two 
the,1,208,two creatures were lost Hence ,name Geitdalr which this place 
thee,1,141,all thy good luck awaits ,Thereupon he awoke and flitted 
then,1,47,was hight Hrafnkell who was ,fifteen winters old a hopeful 
there,1,67,the course of the winter ,died a servant-maid of foreign 
there,1,111,One night he dreamt that ,came a man to him 
There,1,119,man to him and said ,liest thou Hallfreðr and rather 
there,1,135,west across the Lagarfljót for ,all thy good luck awaits 
there,1,166,since been called Hallfreðr-staðir and ,he dwelt into a good 
there,1,201,earthslip struck the house and ,these two creatures were lost 
Thereupon,1,142,thy good luck awaits thee ,he awoke and flitted his 
these,1,202,struck the house and there ,two creatures were lost Hence 
this,1,212,Hence the name Geitdalr which ,place has borne ever since 
thou,1,121,him and said There liest ,Hallfreðr and rather unwarily flit 
thy,1,127,Hallfreðr and rather unwarily flit ,house away west across the 
thy,1,137,the Lagarfljót for there all ,good luck awaits thee Thereupon 
to,1,15,a man brought his ship ,Iceland into Breiðdal his name 
to,1,115,that there came a man ,him and said There liest 
to,1,156,across Rangá into the Tongue ,a spot which has since 
Tongue,1,155,valley across Rangá into the ,to a spot which has 
two,1,203,the house and there these ,creatures were lost Hence the 
unwarily,1,125,liest thou Hallfreðr and rather ,flit thy house away west 
up,1,59,and a goodly Hallfreðr set ,household In the course of 
up,1,98,over the heath and set ,a home at a place 
up,1,176,good old age In breaking ,from Geitdalr he had left 
valley,1,150,and flitted his belongings down ,across Rangá into the Tongue 
was,1,1,It ,in the days of King 
was,1,36,Fljótsdalr On board his ship ,his wife and son who 
was,1,42,his wife and son who ,hight Hrafnkell who was then 
was,1,46,who was hight Hrafnkell who ,then fifteen winters old a 
was,1,76,of foreign kin whose name ,Arnthrúðr hence the name of 
were,1,205,and there these two creatures ,lost Hence the name Geitdalr 
west,1,130,unwarily flit thy house away ,across the Lagarfljót for there 
which,1,159,the Tongue to a spot ,has since been called Hallfreðr-staðir 
which,1,211,lost Hence the name Geitdalr ,this place has borne ever 
who,1,41,was his wife and son ,was hight Hrafnkell who was 
who,1,45,son who was hight Hrafnkell ,was then fifteen winters old 
whose,1,74,a servant-maid of foreign kin ,name was Arnthrúðr hence the 
wife,1,38,board his ship was his ,and son who was hight 
winter,1,66,In the course of the ,there died a servant-maid of 
winters,1,49,Hrafnkell who was then fifteen ,old a hopeful man and 
